,numero_uai,appellation_officielle,denomination_principale,patronyme_uai,secteur_public_prive_libe,adresse_uai,lieu_dit_uai,boite_postale_uai,code_postal_uai,localite_acheminement_uai,libelle_commune,coordonnee_x,coordonnee_y,epsg,latitude,longitude,appariement,localisation,nature_uai,nature_uai_libe,etat_etablissement,etat_etablissement_libe,code_departement,code_region,code_academie,code_commune,libelle_departement,libelle_region,libelle_academie,position,secteur_prive_code_type_contrat,secteur_prive_libelle_type_contrat,code_ministere,libelle_ministere,date_ouverture
7248,0750808W,Lycée professionnel Etienne Dolet,LYCEE PROFESSIONNEL,ETIENNE DOLET,Public,7 rue d'Eupatoria,,,75020,PARIS,Paris 20e  Arrondissement,655013.0,6863364.9,EPSG:2154,48.86874001687146,2.38672970866524,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8687400169,2.38672970867",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7249,0750814C,E.E.PU AMPERE C 18 rue Ampère,ECOLE ELEMENTAIRE PUBLIQUE,AMPERE C,Public,18 rue Ampère,,,75017,PARIS,Paris 17e  Arrondissement,649028.9,6865258.0,EPSG:2154,48.885318333239184,2.3049302624918093,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8853183332,2.30493026249",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7250,0750825P,E.E.PU BELLEVILLE EA 77 boulevard de Belleville,ECOLE ELEMENTAIRE PUBLIQUE,BELLEVILLE EA,Public,77 boulevard de Belleville,,,75011,PARIS,Paris 11e  Arrondissement,654333.1,6863652.7,EPSG:2154,48.87128030410933,2.377430647222867,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8712803041,2.37743064722",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7251,0750831W,E.E.PU BERTHIER 112 boulevard Berthier,ECOLE ELEMENTAIRE PUBLIQUE,BERTHIER,Public,112 boulevard Berthier,,,75017,PARIS,Paris 17e  Arrondissement,648791.4,6865690.7,EPSG:2154,48.889190590351184,2.301639567173962,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8891905904,2.30163956717",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7252,0750838D,E.E.PU BOULARD D 46 rue Boulard,ECOLE ELEMENTAIRE PUBLIQUE,BOULARD D,Public,46 rue Boulard,,,75014,PARIS,Paris 14e  Arrondissement,650658.3,6859387.8,EPSG:2154,48.832655352531354,2.327829962782016,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8326553525,2.32782996278",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7253,0750842H,E.E.PU BRETONNEAU 9 rue Bretonneau,ECOLE ELEMENTAIRE PUBLIQUE,BRETONNEAU,Public,9 rue Bretonneau,,,75020,PARIS,Paris 20e  Arrondissement,656219.6,6863242.3,EPSG:2154,48.86772063769742,2.403190277873461,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8677206377,2.40319027787",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7254,0750846M,E.E.PU GENERAL CAMOU 1 rue du Général Camou,ECOLE ELEMENTAIRE PUBLIQUE,GENERAL CAMOU,Public,1 rue du Général Camou,,,75007,PARIS,Paris  7e  Arrondissement,648630.3,6862322.6,EPSG:2154,48.85888939867186,2.2998499394686824,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8588893987,2.29984993947",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7255,0750853V,E.E.PU CHEMINETS 16 rue des Cheminets,ECOLE ELEMENTAIRE PUBLIQUE,CHEMINETS,Public,16 rue des Cheminets,,,75019,PARIS,Paris 19e  Arrondissement,655907.1,6865460.6,EPSG:2154,48.887647998333094,2.3987002048430153,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8876479983,2.39870020484",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7256,0750854W,E.E.PU CHERBOURG 15 rue de Cherbourg,ECOLE ELEMENTAIRE PUBLIQUE,CHERBOURG,Public,15 rue de Cherbourg,,,75015,PARIS,Paris 15e  Arrondissement,648914.1,6859225.0,EPSG:2154,48.83105539413386,2.304089902923879,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8310553941,2.30408990292",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7257,0750857Z,E.P.PU CHOMEL 8 rue Chomel,ECOLE PRIMAIRE PUBLIQUE,CHOMEL,Public,8 rue Chomel,,,75007,PARIS,Paris  7e  Arrondissement,650508.7,6861559.2,EPSG:2154,48.85217127329735,2.3255394408053185,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8521712733,2.32553944081",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7258,0750858A,E.E.PU CLAUDE VELLEFAUX 33 avenue Claude Vellefaux,ECOLE ELEMENTAIRE PUBLIQUE,CLAUDE VELLEFAUX,Public,33 avenue Claude Vellefaux,,,75010,PARIS,Paris 10e  Arrondissement,653802.5,6864278.0,EPSG:2154,48.87686564988324,2.3701293715657057,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8768656499,2.37012937157",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7259,0750873S,E.E.PU DUSSOUBS 42 rue dussoubs,ECOLE ELEMENTAIRE PUBLIQUE,DUSSOUBS,Public,42 rue Dussoubs,,,75002,PARIS,Paris  2e  Arrondissement,652294.5,6863210.5,EPSG:2154,48.867155915750615,2.3496896251540185,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75102,Paris,Ile-de-France,Paris,"48.8671559158,2.34968962515",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7260,0750889J,E.E.PU FOYATIER 1 rue Foyatier,ECOLE ELEMENTAIRE PUBLIQUE,FOYATIER,Public,1 rue Foyatier,,,75018,PARIS,Paris 18e  Arrondissement,651775.2,6865162.7,EPSG:2154,48.88467287297861,2.3423893498554893,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.884672873,2.34238934986",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7261,0750896S,E.E.PU GODEFROY CAVAIGNAC 35 rue Godefroy Cavaignac,ECOLE ELEMENTAIRE PUBLIQUE,GODEFROY CAVAIGNAC,Public,35 rue Godefroy Cavaignac,,,75011,PARIS,Paris 11e  Arrondissement,654547.1,6861953.6,EPSG:2154,48.85601564820529,2.380529671279916,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8560156482,2.38052967128",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7262,0750897T,E.E.PU GUADELOUPE 2 rue de la Guadeloupe,ECOLE ELEMENTAIRE PUBLIQUE,GUADELOUPE,Public,2 rue de la Guadeloupe,,,75018,PARIS,Paris 18e  Arrondissement,653264.9,6865826.6,EPSG:2154,48.89075294786343,2.3626294624470385,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8907529479,2.36262946245",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7263,0750906C,E.E.PU JEANNE D'ARC EA 33 place Jeanne d'Arc,ECOLE ELEMENTAIRE PUBLIQUE,JEANNE D'ARC EA,Public,33 place Jeanne d'Arc,,,75013,PARIS,Paris 13e  Arrondissement,653560.4,6859044.9,EPSG:2154,48.82978724913362,2.367400246542532,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8297872491,2.36740024654",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7264,0750911H,E.E.PU JOSEPH DE MAISTRE H 29 rue Joseph de Maistre,ECOLE ELEMENTAIRE PUBLIQUE,JOSEPH DE MAISTRE H,Public,29 rue Joseph de Maistre,,,75018,PARIS,Paris 18e  Arrondissement,650926.0,6865935.3,EPSG:2154,48.89155641875652,2.330720608674986,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8915564188,2.33072060867",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7265,0750915M,E.E.PU KUSS EA 8 rue Kuss,ECOLE ELEMENTAIRE PUBLIQUE,KUSS EA,Public,8 rue Kuss,,,75013,PARIS,Paris 13e  Arrondissement,652371.6,6858214.3,EPSG:2154,48.82223078862477,2.3513000940350413,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8222307886,2.35130009404",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7266,0750938M,E.E.PU MAURICE ROUVIER 8 rue Maurice Rouvier,ECOLE ELEMENTAIRE PUBLIQUE,MAURICE ROUVIER,Public,8 rue Maurice Rouvier,,,75014,PARIS,Paris 14e  Arrondissement,649333.3,6859231.2,EPSG:2154,48.83114424045343,2.3097993624735293,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8311442405,2.30979936247",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7267,0750944U,E.E.A.PU MURAT 164 boulevard Murat,ECOLE ELEMENTAIRE PUBLIQUE,MURAT,Public,164 boulevard Murat,,,75016,PARIS,Paris 16e  Arrondissement,645418.9,6860240.6,EPSG:2154,48.83990216249981,2.2563494941982936,Parfaite,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8399021625,2.2563494942",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7268,0750961M,E.E.PU PIERRE BROSSOLETTE 2 rue Pierre Brossolette,ECOLE ELEMENTAIRE PUBLIQUE,PIERRE BROSSOLETTE,Public,2 rue Pierre Brossolette,,,75005,PARIS,Paris  5e  Arrondissement,652118.1,6860411.4,EPSG:2154,48.84197074888916,2.347600339355576,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8419707489,2.34760033936",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7269,0750962N,E.E.PU PIERRE BUDIN 5 rue Pierre Budin,ECOLE ELEMENTAIRE PUBLIQUE,PIERRE BUDIN,Public,5 rue Pierre Budin,,,75018,PARIS,Paris 18e  Arrondissement,652537.3,6865713.7,EPSG:2154,48.88968445307943,2.3527195589966516,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8896844531,2.352719559",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7270,0750981J,E.E.PU RECOLLETS 19 passage des Récollets,ECOLE ELEMENTAIRE PUBLIQUE,RECOLLETS,Public,19 passage des Récollets,,,75010,PARIS,Paris 10e  Arrondissement,653095.4,6863998.1,EPSG:2154,48.874297464161,2.360519880856119,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8742974642,2.36051988086",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7271,0750982K,E.E.PU REUILLY 27 rue de Reuilly,ECOLE ELEMENTAIRE PUBLIQUE,REUILLY,Public,27 rue de Reuilly,,,75012,PARIS,Paris 12e  Arrondissement,654971.6,6861055.0,EPSG:2154,48.84796437073614,2.3864100443990437,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8479643707,2.3864100444",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7272,0750984M,E.E.PU REUILLY EA 57 rue de Reuilly,ECOLE ELEMENTAIRE PUBLIQUE,REUILLY EA,Public,57 rue de Reuilly,,,75012,PARIS,Paris 12e  Arrondissement,655126.8,6860810.7,EPSG:2154,48.84577820358283,2.388550606399329,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8457782036,2.3885506064",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7273,0750986P,E.P.PU ROBERT ESTIENNE 8 rue Robert Estienne,ECOLE PRIMAIRE PUBLIQUE,ROBERT ESTIENNE,Public,8 rue Robert Estienne,,,75008,PARIS,Paris  8e  Arrondissement,649025.0,6863403.9,EPSG:2154,48.86864466874732,2.3050995817672004,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.8686446687,2.30509958177",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7274,0750991V,E.E.A.PU REPUBLIQUE A 98 avenue de la République,ECOLE ELEMENTAIRE APPLICATION PUBLIQUE,REPUBLIQUE A,Public,98 avenue de la République,,,75011,PARIS,Paris 11e  Arrondissement,654682.2,6862810.3,EPSG:2154,48.8637293893318,2.382279514713789,Parfaite,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8637293893,2.38227951471",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7275,0750994Y,E.E.PU SIMON BOLIVAR EA 119 avenue Simon Bolivar,ECOLE ELEMENTAIRE PUBLIQUE,SIMON BOLIVAR EA,Public,119 avenue Simon Bolivar,,,75019,PARIS,Paris 19e  Arrondissement,654102.2,6864607.4,EPSG:2154,48.87984929093727,2.3741798060112815,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8798492909,2.37417980601",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7276,0751003H,E.E.PU ST MAUR 22 rue Saint Maur,ECOLE ELEMENTAIRE PUBLIQUE,ST MAUR,Public,22 rue Saint Maur,,,75011,PARIS,Paris 11e  Arrondissement,654660.9,6862430.8,EPSG:2154,48.86031508885357,2.3820296723267016,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8603150889,2.38202967233",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7277,0751007M,E.E.A.PU ST SEBASTIEN 24 rue Saint Sébastien,ECOLE ELEMENTAIRE APPLICATION PUBLIQUE,ST SEBASTIEN,Public,24 rue Saint Sébastien,,,75011,PARIS,Paris 11e  Arrondissement,653737.2,6862526.9,EPSG:2154,48.86111363233428,2.369429744169143,Parfaite,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8611136323,2.36942974417",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7278,0751013U,E.P.PU TRUFFAUT 15 rue Truffaut,ECOLE PRIMAIRE PUBLIQUE,TRUFFAUT,Public,15 rue Truffaut,,,75017,PARIS,Paris 17e  Arrondissement,650319.1,6865204.3,EPSG:2154,48.884936267824536,2.3225295418037093,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8849362678,2.3225295418",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7279,0751015W,E.E.PU TURGOT 15 rue Turgot,ECOLE ELEMENTAIRE PUBLIQUE,TURGOT,Public,15 rue Turgot,,,75009,PARIS,Paris  9e  Arrondissement,651973.1,6864698.7,EPSG:2154,48.88051505676573,2.345140333919894,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8805150568,2.34514033392",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7280,0751016X,E.E.PU VANDREZANNE 38 rue Vandrezanne,ECOLE ELEMENTAIRE PUBLIQUE,VANDREZANNE,Public,38 rue Vandrezanne,,,75013,PARIS,Paris 13e  Arrondissement,652524.2,6858822.7,EPSG:2154,48.82771348499514,2.3533105535789534,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.827713485,2.35331055358",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7281,0751019A,E.E.PU VIGEE LEBRUN EA 17 rue Vigée Lebrun,ECOLE ELEMENTAIRE PUBLIQUE,VIGEE LEBRUN EA,Public,17 rue Vigée Lebrun,,,75015,PARIS,Paris 15e  Arrondissement,649425.3,6860088.3,EPSG:2154,48.83885940128341,2.3109506737766154,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8388594013,2.31095067378",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7282,0751029L,E.E.PU ANTOINE CHANTIN 20 rue Antoine Chantin,ECOLE ELEMENTAIRE PUBLIQUE,ANTOINE CHANTIN,Public,20 rue Antoine Chantin,,,75014,PARIS,Paris 14e  Arrondissement,650272.2,6858790.6,EPSG:2154,48.82725500362116,2.322640259710086,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8272550036,2.32264025971",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7283,0751053M,E.P.PU BOISSIERE 56 rue Boissière,ECOLE PRIMAIRE PUBLIQUE,BOISSIERE,Public,56 rue Boissière,,,75016,PARIS,Paris 16e  Arrondissement,647760.6,6863359.5,EPSG:2154,48.8681440828235,2.287869434147173,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8681440828,2.28786943415",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7284,0751065A,E.E.PU CARDINAL AMETTE 3 place du Cardinal Amette,ECOLE ELEMENTAIRE PUBLIQUE,CARDINAL AMETTE,Public,3 place du Cardinal Amette,,,75015,PARIS,Paris 15e  Arrondissement,648421.4,6861440.2,EPSG:2154,48.85093740173294,2.297109914131628,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8509374017,2.29710991413",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7285,0751098L,E.E.PU EPINETTES 42 rue des Epinettes,ECOLE ELEMENTAIRE PUBLIQUE,EPINETTES,Public,42 rue des Epinettes,,,75017,PARIS,Paris 17e  Arrondissement,650429.4,6866523.7,EPSG:2154,48.89680960525569,2.3238795142127198,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8968096053,2.32387951421",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7286,0751100N,E.E.PU FAGON 13 rue Fagon,ECOLE ELEMENTAIRE PUBLIQUE,FAGON,Public,13 rue Fagon,,,75013,PARIS,Paris 13e  Arrondissement,652803.1,6859353.7,EPSG:2154,48.83250931579257,2.3570505157078645,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8325093158,2.35705051571",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7287,0751102R,E.E.PU FAUBOURG ST DENIS 34 rue du Faubourg Saint denis,ECOLE ELEMENTAIRE PUBLIQUE,FAUBOURG ST DENIS,Public,34 rue du Faubourg Saint Denis,,,75010,PARIS,Paris 10e  Arrondissement,652577.6,6863647.1,EPSG:2154,48.87110308001258,2.3534998786037287,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.87110308,2.3534998786",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7288,0751118H,E.E.PU BAUCHES H 10 rue des Bauches,ECOLE ELEMENTAIRE PUBLIQUE,BAUCHES H,Public,10 rue des Bauches,,,75016,PARIS,Paris 16e  Arrondissement,646730.0,6862015.4,EPSG:2154,48.855972470253974,2.2739894811713195,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8559724703,2.27398948117",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7289,0751119J,E.E.PU HERMEL 20 rue Hermel,ECOLE ELEMENTAIRE PUBLIQUE,HERMEL,Public,20 rue Hermel,,,75018,PARIS,Paris 18e  Arrondissement,651936.8,6865897.5,EPSG:2154,48.89129275006393,2.3445097069818805,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8912927501,2.34450970698",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7290,0751135B,E.E.A.PU LA FONTAINE 41 bis rue la Fontaine,ECOLE ELEMENTAIRE APPLICATION PUBLIQUE,LA FONTAINE,Public,41 bis rue la Fontaine,,,75016,PARIS,Paris 16e  Arrondissement,646798.6,6861656.1,EPSG:2154,48.85274700855831,2.274969331369326,Correcte,Rue,153,ECOLE ELEMENTAIRE D APPLICATION,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8527470086,2.27496933137",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7291,0751140G,E.E.PU LESSEPS EB 9 rue de Lesseps,ECOLE ELEMENTAIRE PUBLIQUE,LESSEPS EB,Public,9 rue de Lesseps,,,75020,PARIS,Paris 20e  Arrondissement,655989.7,6862242.5,EPSG:2154,48.858713872907074,2.4001599582354562,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8587138729,2.40015995824",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7292,0751175V,E.P.PU PAUL VALERY 18 rue Paul Valéry,ECOLE PRIMAIRE PUBLIQUE,PAUL VALERY,Public,18 rue Paul Valéry,,,75016,PARIS,Paris 16e  Arrondissement,647918.4,6863603.2,EPSG:2154,48.87034839315008,2.2899905859639595,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8703483932,2.28999058596",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7293,0751176W,E.E.PU PLAINE EB 9 rue de la Plaine,ECOLE ELEMENTAIRE PUBLIQUE,PLAINE EB,Public,9 rue de la Plaine,,,75020,PARIS,Paris 20e  Arrondissement,655964.0,6861269.6,EPSG:2154,48.84996285850125,2.399910463774224,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8499628585,2.39991046377",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7294,0751185F,E.E.PU PORTE D'IVRY 51 avenue de la Porte d'Ivry,ECOLE ELEMENTAIRE PUBLIQUE,PORTE D'IVRY,Public,51 avenue de la Porte d'Ivry,,,75013,PARIS,Paris 13e  Arrondissement,653714.9,6858080.7,EPSG:2154,48.82112714463768,2.3696096089255296,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8211271446,2.36960960893",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7295,0751198V,E.E.PU RIBLETTE EB 14 rue Riblette,ECOLE ELEMENTAIRE PUBLIQUE,RIBLETTE EB,Public,14 rue Riblette,,,75020,PARIS,Paris 20e  Arrondissement,656417.0,6862378.6,EPSG:2154,48.859966860839606,2.405969684227999,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8599668608,2.40596968423",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
7296,0751203A,E.E.PU EMERIAU 10 rue Emeriau,ECOLE ELEMENTAIRE PUBLIQUE,EMERIAU,Public,10 rue Emeriau,,,75015,PARIS,Paris 15e  Arrondissement,647775.7,6861529.3,EPSG:2154,48.85168665416411,2.288300133397416,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8516866542,2.2883001334",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
